id,pond_id,species_id,total_seed,started_at,finished_at,remark,created_at,updated_at,area,initial_age,limit_weight_per_area,target_cultivation_day,target_size,extracted_at,subscription_type,ordered_at,hatchery_id,total_seed_type,hatchery_name,pond_name,pond_length,pond_width,pond_depth
9505,21241,,30000,2021-05-01 00:00:00.000,2021-06-16 00:00:00.000,,2021-05-02 07:15:02.000,2021-06-30 14:04:55.000,600.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,,,,Tandon,28.28,21.21,1.0
9516,21226,1.0,20000,2021-05-01 00:00:00.000,2021-06-04 00:00:00.000,,2021-05-03 00:05:10.000,2021-06-07 00:17:44.000,2715.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,,,,A,60.17,45.12,
15766,32195,1.0,200000,2022-04-02 00:00:00.000,2022-07-05 00:00:00.000,#SiklusTebar,2022-05-05 07:49:21.000,2022-08-22 06:02:36.000,1500.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,4.0,net,PT. Summa Benur,1,44.72,33.54,1.0
11683,21226,1.0,20000,2021-08-28 00:00:00.000,2021-10-12 00:00:00.000,,2021-08-28 09:24:35.000,2021-10-19 09:13:30.000,2715.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,,,,A,60.17,45.12,
15015,31256,1.0,270900,2022-03-30 00:00:00.000,2022-06-10 00:00:00.000,,2022-03-19 05:24:15.000,2022-06-17 00:09:19.000,1881.0,0.0,1.25,105.0,40.0,2024-04-12 17:02:22.000,Free,2022-03-19 08:27:55.000,1007.0,net,CV. Mitra Larva Sejahtera,C1,49.5,38.0,1.2
17388,34470,1.0,750400,2022-06-12 00:00:00.000,2022-08-17 00:00:00.000,,2022-07-24 14:28:29.000,2022-08-30 01:36:57.000,4500.0,0.0,166.0,90.0,20.0,2024-04-12 17:02:22.000,Free,,24.0,gross,PT. Prima Larvae,A1,100.0,100.0,130.0
23742,41855,,295400,2023-07-02 00:00:00.000,2023-09-14 00:00:00.000,#BD-Katalis02,2023-06-30 22:22:29.000,2023-09-16 06:02:40.000,2204.0,1.0,1.25,100.0,40.0,2024-04-12 17:02:22.000,Free,2023-06-30 22:22:29.000,1004.0,actual,PT. Tri Karta Pratama - Total Kualitas Prima,P6,49.0,44.98,1.2
25311,40664,1.0,113640,2023-08-20 00:00:00.000,2023-11-07 00:00:00.000,#JT02,2023-09-05 07:53:04.000,2023-11-08 12:53:01.000,875.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,66.0,actual,UD. Benur Ndaru Laut,B1,50.0,20.0,1.0
20409,16690,,365400,2023-01-14 00:00:00.000,2023-04-14 00:00:00.000,,2023-01-14 22:16:36.000,2023-04-15 14:28:24.000,1600.0,0.0,2.5,125.0,55.0,2024-04-12 17:02:22.000,Free,,,actual,,A7,40.0,40.0,1.1
12595,25604,1.0,160000,2021-10-14 00:00:00.000,2021-11-19 00:00:00.000,,2021-10-14 13:36:41.000,2021-12-01 12:01:36.000,6000.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2021-10-17 02:30:15.000,55.0,net,CV. Dewi Windu,dur 1,89.44,67.08,1.0
21945,39879,1.0,500000,2023-04-20 00:00:00.000,2023-05-24 00:00:00.000,#VietProject23,2023-04-20 10:26:24.000,2023-08-30 08:29:58.000,2925.0,20.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Paid,,1057.0,gross,Đại Phát,A1,65.0,46.84,1.6
27609,45503,1.0,250000,2023-11-11 00:00:00.000,2023-12-31 00:00:00.000,#TBR06,2023-11-20 22:08:41.000,2024-01-11 11:55:23.000,200.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-11-20 22:08:41.000,83.0,net,CV Raja Benur,A1,60.0,40.0,0.7
11789,16716,1.0,70000,2021-09-05 00:00:00.000,2021-11-27 00:00:00.000,,2021-09-06 09:51:46.000,2021-11-29 13:53:37.000,735.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2021-09-16 07:32:22.000,1000.0,gross,AGAPE Hatchery,A1 PS,33.67,25.25,1.5
17307,34395,1.0,160000,2022-07-09 00:00:00.000,2022-09-26 00:00:00.000,#SiklusShrimpHub,2022-07-21 01:46:07.000,2022-10-04 00:09:11.000,770.0,0.0,1.25,110.0,55.0,2024-04-12 17:02:22.000,Free,,25.0,net,PT. Matahari Cipta Sentosa (Unit Hatchery Paiton),K3,35.0,22.0,1.0
28609,34025,1.0,50000,2023-12-28 00:00:00.000,2024-03-11 00:00:00.000,#TBRJember2024,2024-01-03 03:30:29.000,2024-03-11 10:17:56.000,416.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,gross,CV Raja Benur,A1,26.0,16.0,1.2
15763,32221,1.0,150000,2022-04-13 00:00:00.000,2022-07-04 00:00:00.000,#SiklusTebar,2022-05-05 07:15:07.000,2022-10-27 03:47:57.000,870.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,1014.0,net,Putri Tunggal - Anyer,2 Tengah,30.0,29.0,1.4
17744,20915,1.0,326392,2022-07-19 00:00:00.000,2022-10-23 00:00:00.000,#SiklusCustomerPermadi,2022-08-14 04:43:23.000,2022-10-30 00:05:38.000,3000.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,3.0,actual,PT. Central Proteinaprima Tbk,B5,60.0,50.0,1.5
27045,41173,1.0,330000,2023-10-30 00:00:00.000,2024-01-23 00:00:00.000,#VietProject23,2023-10-31 04:00:11.000,2024-01-24 14:00:20.000,1800.0,1.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,1056.0,gross,Đoàn Đức Huy,A1,40.0,45.0,1.5
20739,34025,1.0,50000,2023-01-21 00:00:00.000,2023-03-29 00:00:00.000,#TBR01,2023-02-07 13:37:43.000,2023-04-03 03:05:23.000,390.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,4.0,gross,PT. Summa Benur,A1,26.0,16.0,1.2
18467,32218,1.0,147000,2022-09-23 00:00:00.000,2022-12-02 00:00:00.000,#SiklusTebar,2022-09-24 01:00:52.000,2022-12-11 02:08:56.000,840.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-09-24 01:00:52.000,35.0,net,PT Windu Alam Sentosa,1,30.0,28.0,1.2
17833,32296,1.0,110000,2022-08-16 00:00:00.000,2022-09-28 00:00:00.000,#SiklusTebar,2022-08-16 23:22:18.000,2022-10-10 00:24:51.000,2065.0,1.0,1.0,90.0,45.0,2024-04-12 17:02:22.000,Free,,55.0,net,CV. Dewi Windu,A1,59.0,35.0,1.0
24776,42831,1.0,226284,2023-08-10 00:00:00.000,2023-11-05 00:00:00.000,#SiklusFarm,2023-08-10 03:12:26.000,2023-11-28 08:02:22.000,1400.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-08-10 03:12:26.000,20.0,actual,PT. Maju Tambak Sumur,A6,40.0,35.0,1.05
18755,32236,1.0,200000,2021-01-21 00:00:00.000,2021-04-20 00:00:00.000,#SiklusTebarSebelumnya,2022-10-06 14:34:40.000,2022-10-06 14:36:53.000,900.0,1.0,1.25,91.0,55.0,2024-04-12 17:02:22.000,Free,,3.0,net,PT. Central Proteinaprima Tbk,Cika1,30.0,30.0,1.65
23318,38748,1.0,87584,2023-06-12 00:00:00.000,2023-10-19 00:00:00.000,#SiklusFarm,2023-06-16 13:24:54.000,2023-10-22 12:53:06.000,819.0,0.0,1.25,140.0,55.0,2024-04-12 17:02:22.000,Free,,49.0,net,Hatchery PT. Centralpertiwi Bahari - Hatchery Makassar,B12,40.0,20.48,2.0
10897,21226,1.0,20000,2021-07-11 00:00:00.000,2021-08-19 00:00:00.000,,2021-07-11 23:06:31.000,2021-08-25 00:47:22.000,2715.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2021-08-02 06:34:29.000,,,,A,60.17,45.12,
4047,14351,,233360,2020-04-15 00:00:00.000,2020-08-01 00:00:00.000,,2020-04-15 10:14:05.000,2020-08-02 02:14:13.000,1340.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,,,,A5,42.27,31.7,1.1
22318,34025,1.0,50000,2023-05-10 00:00:00.000,2023-09-01 00:00:00.000,#TBR01,2023-05-11 00:12:44.000,2023-09-06 08:17:03.000,416.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-05-17 04:21:36.000,83.0,actual,CV Raja Benur,A1,26.0,16.0,1.2
17377,34460,1.0,100000,2022-06-04 00:00:00.000,2022-08-23 00:00:00.000,,2022-07-24 05:18:08.000,2022-09-27 00:08:54.000,2000.02,0.0,1.25,120.0,100.0,2022-12-28 17:02:11.000,Free,,1004.0,gross,PT. Tri Karta Pratama - Total Kualitas Prima,Jumakir Kontrol (Canceled ),40.0,25.0,1.0
4491,12224,1.0,90000,2020-05-20 00:00:00.000,2020-06-24 00:00:00.000,,2020-05-27 01:06:45.000,2021-02-23 10:06:17.000,625.0,1.0,1.2,120.0,45.0,2024-04-12 17:02:22.000,Free,,,,,terpal A4,25.0,24.0,1.3
18327,35693,1.0,200000,2022-06-22 00:00:00.000,2022-08-11 00:00:00.000,,2022-09-16 02:42:03.000,2022-09-19 05:13:34.000,1225.0,1.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,,gross,,A1,35.0,35.0,1.2
23732,41856,1.0,377740,2023-07-01 00:00:00.000,2023-09-19 00:00:00.000,#BD-Katalis02,2023-06-30 22:14:42.000,2023-09-22 10:40:12.000,2639.0,1.0,1.25,100.0,40.0,2024-04-12 17:02:22.000,Free,2023-06-30 22:14:42.000,77.0,actual,Suri Tani Pemuka Anyer,P7,52.78,50.0,1.2
29108,44548,,250000,2022-10-01 00:00:00.000,2023-01-11 00:00:00.000,#Makloon2024,2024-01-21 17:36:58.000,2024-01-29 09:05:36.000,1202.4,0.0,1.25,102.0,55.0,2024-04-12 17:02:22.000,Free,,51.0,gross,PT. Prima Larvae,B2,40.0,30.06,1.3
24766,42914,,394394,2023-07-17 00:00:00.000,2023-11-10 00:00:00.000,#BD-Katalis06,2023-08-10 02:08:12.000,2023-11-20 05:34:39.000,2162.25,0.0,1.25,149.0,55.0,2024-04-12 17:02:22.000,Free,2023-08-10 02:08:12.000,77.0,actual,Suri Tani Pemuka Anyer,Kolam 6,46.5,46.5,1.5
24384,37103,,85000,2023-07-24 00:00:00.000,2023-09-13 00:00:00.000,#TBR01,2023-07-24 09:47:59.000,2023-09-15 05:24:03.000,810.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,1 Siyu,30.0,27.0,1.5
12839,21225,1.0,108000,2021-10-30 00:00:00.000,2021-12-01 00:00:00.000,,2021-10-30 23:24:24.000,2021-12-07 03:17:58.000,2567.0,0.0,1.25,90.0,200.0,2024-04-12 17:02:22.000,Free,2021-11-26 03:02:58.000,,,,A,58.5,43.88,1.0
21271,39155,,450000,2023-03-18 00:00:00.000,2023-06-07 00:00:00.000,#SiklusFarm,2023-03-17 14:19:47.000,2023-06-16 03:48:35.000,2000.0,0.0,1.25,100.0,70.0,2024-04-12 17:02:22.000,Free,,1004.0,actual,PT. Tri Karta Pratama - Total Kualitas Prima,A4,50.0,40.0,1.4
11926,12670,1.0,272800,2021-08-21 00:00:00.000,2021-11-16 00:00:00.000,,2021-09-15 03:06:21.000,2022-06-15 06:14:53.000,2593.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,51.0,gross,PT. Prima Larvae,P6,58.8,44.1,1.5
12453,24005,1.0,165000,2021-10-07 00:00:00.000,2021-12-27 00:00:00.000,#JT12,2021-10-08 06:57:48.000,2023-12-20 14:42:18.000,1600.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,1004.0,actual,PT. Tri Karta Pratama - Total Kualitas Prima,B-2. BIRIN,46.19,34.64,1.1
10031,23699,1.0,50000,2021-04-25 00:00:00.000,2021-07-31 00:00:00.000,"#SiklusDhandy
#DhandyPemalang",2021-05-29 00:22:26.000,2022-10-31 07:03:55.000,1020.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,3.0,net,PT. Central Proteinaprima Tbk,SC2,36.88,27.66,1.5
12067,20102,1.0,436888,2021-09-18 00:00:00.000,2022-01-30 00:00:00.000,,2021-09-18 11:25:36.000,2022-01-30 05:55:03.000,2400.0,0.0,2.0,135.0,40.0,2024-04-12 17:02:22.000,Free,,,gross,,A03,40.0,56.25,1.2
12592,27471,,20000,2021-10-14 00:00:00.000,2021-11-18 00:00:00.000,,2021-10-14 10:24:30.000,2021-11-17 22:22:51.000,700.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,55.0,,CV. Dewi Windu,Kolam 1Sugiri,30.55,22.91,
16006,32247,1.0,150000,2022-05-15 00:00:00.000,2022-09-05 00:00:00.000,#SiklusTebar,2022-05-15 00:55:07.000,2022-09-16 05:54:21.000,1600.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2022-05-15 00:55:07.000,1002.0,net,PT. Esaputlii Prakarsa Utama,Kolam 1,40.0,40.0,1.2
26153,43287,1.0,500000,2023-10-02 00:00:00.000,2023-12-05 00:00:00.000,#VietProject23,2023-10-05 04:06:14.000,2023-12-07 03:25:56.000,2000.0,1.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,1051.0,gross,CP,A1,40.0,50.0,1.7
26220,39554,1.0,150000,2023-11-13 00:00:00.000,2024-01-04 00:00:00.000,,2023-10-06 09:29:13.000,2024-01-05 03:56:56.000,1024.0,1.0,2.0,90.0,40.0,2024-04-12 17:02:22.000,Free,2023-10-06 09:29:13.000,,net,,A3,32.0,32.0,1.5
10639,21225,1.0,32000,2021-06-29 00:00:00.000,2021-08-30 00:00:00.000,,2021-06-29 23:13:02.000,2021-09-01 11:11:38.000,2567.0,0.0,1.25,70.0,200.0,2024-04-12 17:02:22.000,Free,,,,,A,58.5,43.88,1.0
21273,39157,,450000,2023-03-18 00:00:00.000,2023-06-06 00:00:00.000,#SiklusFarm,2023-03-17 14:19:48.000,2023-06-16 03:56:09.000,2000.0,0.0,1.25,100.0,70.0,2024-04-12 17:02:22.000,Free,,1004.0,actual,PT. Tri Karta Pratama - Total Kualitas Prima,A6,50.0,40.0,1.4
18249,32271,1.0,70000,2022-08-27 00:00:00.000,2022-10-19 00:00:00.000,#SiklusTebar,2022-09-10 14:05:26.000,2022-11-18 03:09:01.000,1848.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-09-10 14:05:26.000,63.0,net,PT. Suri Tani Pemuka UnIt Hatchery Banyuwangi,SUHADI SUKSES 2,94.0,28.0,1.0
24742,34732,2.0,200000,2023-08-17 00:00:00.000,2024-02-08 00:00:00.000,,2023-08-09 06:54:54.000,2024-02-14 07:01:45.000,4999.9,0.0,1.25,175.0,55.0,2024-04-12 17:02:22.000,Paid,,1020.0,actual,MATERNIDADE NACALA,T05,70.71,70.71,1.5
24742,34732,2.0,200000,2023-08-17 00:00:00.000,2024-02-08 00:00:00.000,,2023-08-09 06:54:54.000,2024-02-14 07:01:45.000,4999.9,0.0,1.25,175.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,T05,70.71,70.71,1.5
27550,44213,1.0,61025,2023-11-17 00:00:00.000,2024-02-18 00:00:00.000,,2023-11-17 14:31:58.000,2024-02-18 13:59:11.000,176.71,0.0,1.25,120.0,40.0,2024-04-12 17:02:22.000,Free,,66.0,actual,UD. Benur Ndaru Laut,Kolam 2,15.0,15.0,1.0
10757,21231,1.0,55000,2021-07-03 00:00:00.000,2021-08-17 00:00:00.000,,2021-07-03 23:40:11.000,2021-09-02 00:04:23.000,2230.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2021-08-02 06:36:57.000,,,,A,54.53,40.9,
24409,38590,1.0,72500,2023-07-26 00:00:00.000,2023-09-25 00:00:00.000,#TBR01,2023-07-26 00:37:56.000,2023-09-27 02:04:37.000,1385.44,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,1035.0,net,Delu Benur,Saifuddin 2,42.0,42.0,1.0
27888,45604,1.0,30000,2023-12-02 00:00:00.000,2024-01-14 00:00:00.000,#TBR05,2023-12-03 13:58:30.000,2024-01-16 02:24:47.000,113.1,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,A2,12.0,12.0,1.6
28318,38590,1.0,75000,2023-12-20 00:00:00.000,2024-02-08 00:00:00.000,#TBR01,2023-12-20 00:14:46.000,2024-02-16 05:56:26.000,1385.44,,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,Saifuddin 2,42.0,42.0,1.0
8963,21225,1.0,20000,2021-03-25 00:00:00.000,2021-05-31 00:00:00.000,,2021-03-29 09:03:30.000,2021-06-08 04:42:19.000,2567.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2021-05-15 11:57:15.000,,,,A,58.5,43.88,1.0
16489,24005,1.0,240000,2022-05-22 00:00:00.000,2022-08-22 00:00:00.000,#JT12,2022-06-08 01:09:38.000,2023-12-20 14:36:54.000,1600.0,1.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,1004.0,net,PT. Tri Karta Pratama - Total Kualitas Prima,B-2. BIRIN,46.19,34.64,1.1
15213,31329,,1272,2022-03-20 00:00:00.000,2022-07-04 00:00:00.000,,2022-04-01 07:53:46.000,2022-07-12 00:08:39.000,7.0,0.0,1.25,110.0,55.0,2024-04-12 17:02:22.000,Free,,66.0,actual,UD. Benur Ndaru Laut,Kolam 1,3.5,2.0,0.9
26482,44168,1.0,174537,2023-10-13 00:00:00.000,2024-02-01 00:00:00.000,,2023-10-13 12:40:22.000,2024-03-25 07:07:24.000,1150.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-10-13 12:40:22.000,24.0,actual,PT. Prima Larvae,A7,40.0,28.25,1.2
19671,3,1.0,192000,2022-12-15 00:00:00.000,2023-03-15 00:00:00.000,#SiklusFarm,2022-11-27 01:47:07.000,2023-06-05 00:03:14.000,1680.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-12-15 02:49:55.000,83.0,actual,CV Raja Benur,Kolam B3,36.2,46.4,1.1
26051,37103,1.0,100000,2023-10-03 00:00:00.000,2023-11-29 00:00:00.000,#TBR01,2023-10-03 01:05:44.000,2023-12-03 15:27:06.000,810.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,1 Siyu,30.0,27.0,1.5
29132,47061,1.0,100000,2024-01-18 00:00:00.000,2024-02-25 00:00:00.000,#TBRBanyuwangi2024,2024-01-23 01:19:56.000,2024-03-03 00:11:47.000,405.0,0.0,1.25,90.0,80.0,2024-04-12 17:02:22.000,Free,,68.0,net,PT. Delta Windu Purnama,A1,27.0,15.0,1.3
21347,37103,1.0,100000,2023-03-21 00:00:00.000,2023-05-21 00:00:00.000,#TBR01,2023-03-22 00:03:02.000,2023-05-23 09:44:32.000,810.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,1030.0,net,Barokah Gelung Makmur,1 Siyu,30.0,27.0,1.5
16130,32726,1.0,10000,2022-05-18 00:00:00.000,2022-06-24 00:00:00.000,#SiklusTebar,2022-05-20 15:00:02.000,2022-08-25 03:53:38.000,530.0,1.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-05-20 15:00:02.000,1013.0,gross,Benur TOP,SYAHRULLAH SUKSES 1,53.0,10.0,1.5
7997,18397,,56364,2021-02-08 00:00:00.000,2021-04-01 00:00:00.000,,2021-01-31 06:41:14.000,2021-04-08 00:04:43.000,1000.0,0.0,1.25,90.0,45.0,2024-04-12 17:02:22.000,Free,2021-02-04 05:08:09.000,38.0,,PT. Suri Tani Pemuka Hatchery Canti,AX3,19.37,14.53,1.6
18746,36094,1.0,450072,2022-08-16 00:00:00.000,2022-10-19 00:00:00.000,#SiklusDBDimas,2022-10-06 12:18:34.000,2022-10-26 00:05:59.000,3025.0,1.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,1000.0,actual,AGAPE Hatchery,B7,55.0,55.0,1.2
28454,45511,1.0,30000,2023-12-20 00:00:00.000,2024-02-12 00:00:00.000,#TBR06,2023-12-25 22:36:56.000,2024-02-19 07:58:37.000,314.16,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,1031.0,net,PT Benur Bahari Bersama,A1,15.0,10.0,1.0
12866,18356,,228969,2021-11-04 00:00:00.000,2022-01-05 00:00:00.000,,2021-11-01 01:49:30.000,2022-02-02 08:49:26.000,1170.0,0.0,1.25,95.0,45.0,2024-04-12 17:02:22.000,Free,2021-11-01 01:49:31.000,38.0,net,PT. Suri Tani Pemuka Hatchery Canti,E3,39.5,29.62,1.6
26440,41582,1.0,150000,2023-03-05 00:00:00.000,2023-04-24 00:00:00.000,#JT07,2023-10-12 05:14:35.000,2023-10-12 05:16:48.000,1200.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,Kolam Barat 6,40.0,30.0,1.0
17188,3,,132000,2022-08-06 00:00:00.000,2022-10-15 00:00:00.000,#SiklusFarm,2022-07-13 04:02:26.000,2023-06-05 00:03:12.000,1679.68,0.0,1.25,130.0,55.0,2024-04-12 17:02:22.000,Free,2022-07-13 04:02:26.000,38.0,actual,PT. Suri Tani Pemuka Hatchery Canti,Kolam B3,36.2,46.4,1.1
8012,18356,1.0,210900,2021-02-05 00:00:00.000,2021-04-26 00:00:00.000,,2021-01-31 06:51:51.000,2021-05-15 00:04:27.000,1170.0,0.0,1.25,90.0,45.0,2024-04-12 17:02:22.000,Free,2021-02-04 05:08:09.000,38.0,,PT. Suri Tani Pemuka Hatchery Canti,E3,39.5,29.62,1.6
11168,20895,1.0,70000,2021-07-24 00:00:00.000,2021-10-14 00:00:00.000,,2021-07-27 02:27:17.000,2021-10-16 01:28:35.000,1500.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2021-08-02 06:41:56.000,,,,Petak Selatan,44.72,33.54,
20714,34732,2.0,80000,2023-02-06 00:00:00.000,2023-06-21 00:00:00.000,,2023-02-06 05:42:56.000,2023-06-23 08:10:16.000,4999.9,0.0,1.25,135.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,T05,70.71,70.71,1.5
25078,38761,1.0,182020,2023-08-26 00:00:00.000,2023-10-20 00:00:00.000,#SiklusFarm,2023-08-28 06:26:00.000,2023-11-01 01:49:22.000,1968.0,0.0,1.25,145.0,55.0,2024-04-12 17:02:22.000,Free,,1042.0,net,PT. Suri Tani Pemuka (Barru),C13,60.0,32.8,2.0
10197,24015,,130000,2021-05-27 00:00:00.000,2021-09-15 00:00:00.000,,2021-06-09 03:37:50.000,2021-12-01 03:35:55.000,1000.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,,gross,,A,36.51,27.39,1.2
16626,33358,1.0,210000,2022-04-11 00:00:00.000,2022-06-18 00:00:00.000,,2022-06-15 02:12:42.000,2022-08-18 10:44:22.000,1024.0,1.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,,gross,,A1,32.0,32.0,1.2
22589,40581,1.0,400000,2023-04-29 00:00:00.000,2023-06-20 00:00:00.000,#VietProject23,2023-05-24 00:59:42.000,2023-08-31 04:54:05.000,1600.0,1.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Paid,,1051.0,gross,CP,A1,40.0,40.0,1.5
19519,34705,2.0,300000,2022-11-14 00:00:00.000,2023-01-27 00:00:00.000,,2022-11-14 08:33:40.000,2023-01-30 08:57:22.000,2425.5,0.0,1.25,74.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,C05,70.71,70.71,1.5
8005,18349,1.0,662300,2021-02-05 00:00:00.000,2021-04-16 00:00:00.000,,2021-01-31 06:46:49.000,2021-04-23 00:06:40.000,3680.0,0.0,1.25,90.0,45.0,2024-04-12 17:02:22.000,Free,2021-02-04 05:08:09.000,38.0,,PT. Suri Tani Pemuka Hatchery Canti,D2,70.05,52.54,1.6
7617,19187,1.0,424080,2021-02-03 00:00:00.000,2021-04-21 00:00:00.000,,2021-01-12 02:50:39.000,2021-04-28 00:03:57.000,3534.0,1.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,,,,B1,68.64,51.48,2.0
18678,33530,1.0,407673,2022-10-10 00:00:00.000,2023-01-31 00:00:00.000,,2022-10-04 08:35:35.000,2023-02-09 00:08:28.000,1892.0,0.0,3.5,120.0,45.0,2024-04-12 17:02:22.000,Free,2022-10-04 08:35:35.000,79.0,actual,PT Hisenor Technology Indonesia,A10,50.33,37.75,2.0
14346,30345,1.0,11000,2022-02-15 00:00:00.000,2022-04-26 00:00:00.000,,2022-02-15 12:03:48.000,2022-05-03 00:04:35.000,20.0,0.0,4.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,,gross,,KOLAM 3,5.0,5.0,1.0
18149,33136,1.0,300000,2022-06-09 00:00:00.000,2022-08-25 00:00:00.000,,2022-09-06 03:33:53.000,2022-09-07 09:10:27.000,1600.0,1.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,,gross,,A3,40.0,40.0,1.4
27188,42447,,200000,2023-10-21 00:00:00.000,2023-12-27 00:00:00.000,#BD-Katalis03,2023-11-01 08:22:14.000,2024-01-03 14:23:25.000,1350.0,1.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2023-11-01 08:22:14.000,1004.0,gross,PT. Tri Karta Pratama - Total Kualitas Prima,6,45.0,30.0,1.0
27729,6906,1.0,60000,2023-11-25 00:00:00.000,2024-02-21 00:00:00.000,#TBR04,2023-11-26 21:58:59.000,2024-02-21 05:17:35.000,600.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2023-11-26 21:58:59.000,1041.0,net,PT Suri Tani Pemuka - Sluke Rembang,P7,25.82,19.36,1.5
15306,19187,,857147,2022-03-09 00:00:00.000,2022-05-12 00:00:00.000,,2022-04-04 11:38:46.000,2022-05-14 16:18:12.000,3863.0,1.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,24.0,actual,PT. Prima Larvae,B1,68.64,51.48,2.0
27902,45480,1.0,100000,2023-12-03 00:00:00.000,2024-01-20 00:00:00.000,#TBR06,2023-12-04 21:57:21.000,2024-01-30 00:11:30.000,1470.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,A2,49.0,30.0,1.0
18925,19174,1.0,436280,2022-07-02 00:00:00.000,2022-10-12 00:00:00.000,#SiklusBDHani,2022-10-16 06:55:58.000,2022-11-01 00:09:00.000,3575.0,0.0,1.25,102.0,30.0,2024-04-12 17:02:22.000,Free,,83.0,actual,CV Raja Benur,petak8,69.04,51.78,1.5
19319,36835,,283098,2022-11-15 00:00:00.000,2023-01-24 00:00:00.000,#SiklusBDRisda,2022-11-01 06:54:15.000,2023-02-01 00:04:20.000,706.5,0.0,2.4,95.0,50.0,2024-04-12 17:02:22.000,Free,2022-11-01 06:54:15.000,83.0,actual,CV Raja Benur,B10,32.0,32.0,1.3
