id,farm_id,length,width,deep,created_at,updated_at,record_id,extracted_at,max_seed_density
27132,6901,57.74,43.3,,2021-10-04 03:49:38.000,2021-10-04 03:49:38.000,ponds_2024_4_12_27132,2024-04-12 17:02:11.000,
26464,6739,36.51,27.39,,2021-09-14 00:57:09.000,2021-09-14 00:57:09.000,ponds_2024_4_12_26464,2024-04-12 17:02:11.000,60.0
27128,6901,57.74,43.3,,2021-10-04 03:49:38.000,2021-10-04 03:49:38.000,ponds_2024_4_12_27128,2024-04-12 17:02:11.000,
28867,7382,253.66,190.24,,2021-11-30 07:21:31.000,2021-11-30 07:25:59.000,ponds_2024_4_12_28867,2024-04-12 17:02:11.000,1000.0
2120,8,,,,2018-04-19 20:09:43.000,2018-04-19 20:09:43.000,ponds_2023_12_21_2120,2023-12-21 17:02:10.000,
8359,2,77.46,58.09,1.2,2019-09-01 02:26:03.000,2023-02-15 10:22:34.000,ponds_2024_4_12_8359,2024-04-12 17:02:11.000,5.0
26461,6738,31.41,23.56,,2021-09-14 00:54:35.000,2021-09-14 00:54:35.000,ponds_2024_4_12_26461,2024-04-12 17:02:11.000,
28827,7367,32.25,24.19,,2021-11-28 18:01:17.000,2021-11-28 18:01:17.000,ponds_2024_4_12_28827,2024-04-12 17:02:11.000,
28973,7388,,,,2021-12-05 12:16:47.000,2021-12-05 12:16:47.000,ponds_2024_4_12_28973,2024-04-12 17:02:11.000,
26458,6738,51.64,38.73,,2021-09-14 00:54:35.000,2021-09-14 00:54:35.000,ponds_2024_4_12_26458,2024-04-12 17:02:11.000,
28819,7364,36.51,27.39,,2021-11-28 14:35:15.000,2021-11-28 14:35:15.000,ponds_2024_4_12_28819,2024-04-12 17:02:11.000,
26465,6740,36.51,27.39,,2021-09-14 01:26:47.000,2021-09-14 01:26:47.000,ponds_2024_4_12_26465,2024-04-12 17:02:11.000,
28815,7364,36.51,27.39,,2021-11-28 14:35:15.000,2021-11-28 14:35:15.000,ponds_2024_4_12_28815,2024-04-12 17:02:11.000,
27165,6905,40.0,30.0,,2021-10-04 13:20:40.000,2021-10-04 13:20:40.000,ponds_2024_4_12_27165,2024-04-12 17:02:11.000,0.083333
27126,6900,8.94,6.71,,2021-10-04 01:02:01.000,2021-10-04 01:02:01.000,ponds_2024_4_12_27126,2024-04-12 17:02:11.000,
35154,6739,30.0,40.0,1.0,2022-08-24 14:37:46.000,2022-08-24 14:37:46.000,ponds_2024_4_12_35154,2024-04-12 17:02:11.000,60.0
37696,9986,10.0,,1.0,2022-12-23 06:03:33.000,2022-12-23 06:03:33.000,ponds_2024_4_12_37696,2024-04-12 17:02:11.000,
44541,12537,50.0,40.01,1.3,2023-10-11 04:32:31.000,2023-10-11 04:32:31.000,ponds_2024_4_12_44541,2024-04-12 17:02:11.000,192.110972
44548,12537,40.0,30.06,1.3,2023-10-11 04:32:31.000,2023-10-31 07:09:20.000,ponds_2024_4_12_44548,2024-04-12 17:02:11.000,266.467066
44576,12541,100.0,68.0,10.0,2023-10-12 01:50:32.000,2023-10-12 01:50:32.000,ponds_2024_4_12_44576,2024-04-12 17:02:11.000,176.470588
44597,12549,100.0,10.0,1.0,2023-10-13 06:38:05.000,2023-10-13 06:38:05.000,ponds_2024_4_12_44597,2024-04-12 17:02:11.000,
45519,13378,10.0,10.0,1.3,2023-11-08 13:27:44.000,2023-11-08 22:25:55.000,ponds_2024_4_12_45519,2024-04-12 17:02:11.000,611.153552
44565,12539,80.0,50.0,1.0,2023-10-11 12:45:45.000,2023-10-11 12:45:45.000,ponds_2024_4_12_44565,2024-04-12 17:02:11.000,
44578,12542,20.0,20.0,1.3,2023-10-12 01:56:21.000,2023-10-12 01:56:21.000,ponds_2024_4_12_44578,2024-04-12 17:02:11.000,
44634,12557,200.0,10.0,1.0,2023-10-15 03:11:31.000,2023-10-15 03:11:31.000,ponds_2024_4_12_44634,2024-04-12 17:02:11.000,
44677,12561,50.0,50.0,1.0,2023-10-16 02:03:22.000,2023-10-16 02:03:22.000,ponds_2024_4_12_44677,2024-04-12 17:02:11.000,
44681,12561,50.0,50.0,1.0,2023-10-16 02:03:22.000,2023-10-16 02:03:22.000,ponds_2024_4_12_44681,2024-04-12 17:02:11.000,
36674,9603,30.0,30.0,,2022-10-26 06:52:59.000,2022-10-26 06:52:59.000,ponds_2024_4_12_36674,2024-04-12 17:02:11.000,0.333333
44694,12562,40.0,20.0,1.0,2023-10-16 03:07:38.000,2023-10-16 03:07:38.000,ponds_2024_4_12_44694,2024-04-12 17:02:11.000,
45847,12546,80.0,25.0,1.5,2023-11-25 11:07:22.000,2023-11-25 11:07:22.000,ponds_2024_2_28_45847,2024-02-28 17:02:12.000,15.6
44593,12547,46.0,37.0,1.5,2023-10-13 01:21:38.000,2023-10-13 01:21:38.000,ponds_2023_12_28_44593,2023-12-28 17:02:11.000,67.567568
44640,12559,50.0,50.0,2.0,2023-10-15 17:14:47.000,2023-10-15 17:14:47.000,ponds_2024_4_12_44640,2024-04-12 17:02:11.000,195.72
44725,12570,32.0,30.0,1.2,2023-10-17 09:27:41.000,2023-10-17 09:27:41.000,ponds_2024_4_12_44725,2024-04-12 17:02:11.000,104.166667
44962,13225,5.0,2.0,1.5,2023-10-21 02:22:21.000,2023-10-21 04:32:16.000,ponds_2024_4_12_44962,2024-04-12 17:02:11.000,100.0
44594,12548,80.0,30.0,1.2,2023-10-13 05:28:55.000,2023-10-13 05:28:55.000,ponds_2024_4_12_44594,2024-04-12 17:02:11.000,145.833333
45039,13250,30.0,30.0,1.5,2023-10-25 01:21:44.000,2023-12-08 02:03:00.000,ponds_2024_4_12_45039,2024-04-12 17:02:11.000,141.47073
45043,13251,34.0,34.0,1.6,2023-10-25 02:07:41.000,2023-10-25 02:07:41.000,ponds_2024_4_12_45043,2024-04-12 17:02:11.000,
46795,12547,46.0,34.0,1.5,2024-01-04 04:21:03.000,2024-01-04 04:21:03.000,ponds_2024_1_9_46795,2024-01-09 17:02:11.000,0.080563
44571,12540,28.0,23.0,2.0,2023-10-12 01:48:10.000,2023-10-12 01:48:10.000,ponds_2024_4_12_44571,2024-04-12 17:02:11.000,
44564,12539,99.0,50.0,1.0,2023-10-11 12:45:43.000,2023-10-11 12:45:43.000,ponds_2024_4_12_44564,2024-04-12 17:02:11.000,101.010101
44628,12556,28.0,30.0,1.0,2023-10-15 01:19:11.000,2023-10-15 01:19:11.000,ponds_2024_4_12_44628,2024-04-12 17:02:11.000,89.285714
44710,12564,32.0,32.0,3.0,2023-10-16 06:46:15.000,2023-10-16 06:46:15.000,ponds_2024_4_12_44710,2024-04-12 17:02:11.000,
44744,12566,40.0,40.0,1.0,2023-10-18 02:53:30.000,2023-10-18 02:53:30.000,ponds_2024_4_12_44744,2024-04-12 17:02:11.000,
45099,13269,5.0,5.0,1.0,2023-10-26 04:13:52.000,2023-10-26 04:13:52.000,ponds_2024_4_12_45099,2024-04-12 17:02:11.000,254.841998
45103,13269,5.0,5.0,1.0,2023-10-26 04:13:52.000,2023-10-26 04:13:52.000,ponds_2024_4_12_45103,2024-04-12 17:02:11.000,
44550,12537,40.0,35.03,1.3,2023-10-11 04:43:48.000,2023-10-31 07:11:17.000,ponds_2024_4_12_44550,2024-04-12 17:02:11.000,257.243791
44680,12561,50.0,50.0,1.0,2023-10-16 02:03:22.000,2023-10-16 02:03:22.000,ponds_2024_4_12_44680,2024-04-12 17:02:11.000,
44692,12562,40.0,20.0,1.0,2023-10-16 03:07:38.000,2023-10-16 03:07:38.000,ponds_2024_4_12_44692,2024-04-12 17:02:11.000,
44605,12550,150.0,20.0,1.0,2023-10-13 07:50:24.000,2023-10-13 07:50:24.000,ponds_2024_4_12_44605,2024-04-12 17:02:11.000,
44665,12560,30.0,30.0,1.6,2023-10-15 18:20:23.000,2023-10-15 18:20:23.000,ponds_2024_4_12_44665,2024-04-12 17:02:11.000,
44699,12563,33.0,32.0,1.1,2023-10-16 05:35:34.000,2023-10-16 05:43:31.000,ponds_2024_4_12_44699,2024-04-12 17:02:11.000,157.19697
44964,13225,5.0,2.0,1.5,2023-10-21 02:22:21.000,2023-10-21 04:33:18.000,ponds_2024_4_12_44964,2024-04-12 17:02:11.000,100.0
44500,12528,100.0,40.0,5.0,2023-10-09 17:17:40.000,2023-10-09 17:17:40.000,ponds_2024_4_12_44500,2024-04-12 17:02:11.000,
44610,12550,150.0,20.0,1.0,2023-10-13 07:50:26.000,2023-10-13 07:50:26.000,ponds_2024_4_12_44610,2024-04-12 17:02:11.000,
44649,12560,30.0,30.0,1.6,2023-10-15 18:16:36.000,2023-10-15 18:16:36.000,ponds_2024_4_12_44649,2024-04-12 17:02:11.000,424.62845
44664,12560,30.0,30.0,1.6,2023-10-15 18:20:23.000,2023-10-15 18:20:23.000,ponds_2024_4_12_44664,2024-04-12 17:02:11.000,
44675,12561,50.0,50.0,1.0,2023-10-16 02:03:22.000,2023-10-16 02:03:22.000,ponds_2024_4_12_44675,2024-04-12 17:02:11.000,175.0
44709,12564,32.0,32.0,3.0,2023-10-16 06:46:15.000,2023-10-16 06:46:15.000,ponds_2024_4_12_44709,2024-04-12 17:02:11.000,
45095,13267,7.0,4.0,3.0,2023-10-26 03:26:52.000,2023-10-26 03:26:52.000,ponds_2024_4_12_45095,2024-04-12 17:02:11.000,
44638,12558,30.0,30.0,1.2,2023-10-15 14:13:00.000,2023-10-15 14:13:00.000,ponds_2024_4_12_44638,2024-04-12 17:02:11.000,111.111111
44662,12560,30.0,30.0,1.6,2023-10-15 18:20:23.000,2023-10-15 18:20:23.000,ponds_2024_4_12_44662,2024-04-12 17:02:11.000,
44720,12567,30.0,18.0,1.0,2023-10-16 10:53:07.000,2023-10-16 10:53:07.000,ponds_2024_4_12_44720,2024-04-12 17:02:11.000,
44539,12537,50.0,40.05,1.3,2023-10-11 04:32:31.000,2023-10-31 07:06:41.000,ponds_2024_4_12_44539,2024-04-12 17:02:11.000,190.411985
44608,12550,150.0,20.0,1.0,2023-10-13 07:50:25.000,2023-10-13 07:50:25.000,ponds_2024_4_12_44608,2024-04-12 17:02:11.000,
44722,12567,20.0,22.0,1.0,2023-10-16 10:53:07.000,2023-10-16 10:53:07.000,ponds_2024_4_12_44722,2024-04-12 17:02:11.000,
44735,12228,40.0,30.0,1.0,2023-10-18 02:33:16.000,2023-10-18 02:33:16.000,ponds_2024_4_12_44735,2024-04-12 17:02:11.000,79.5
28820,7365,66.33,49.75,,2021-11-28 16:39:53.000,2021-11-28 16:46:30.000,ponds_2021_12_10_28820,2021-12-10 17:02:16.000,673.0
10,3,25.6,31.5,,2018-03-07 19:05:09.000,2018-03-15 01:00:13.000,ponds_2024_4_12_10,2024-04-12 17:02:11.000,
2113,8,,,,2018-04-19 20:09:43.000,2018-04-19 20:09:43.000,ponds_2023_12_21_2113,2023-12-21 17:02:10.000,
2119,8,,,,2018-04-19 20:09:43.000,2018-04-19 20:09:43.000,ponds_2023_12_21_2119,2023-12-21 17:02:10.000,
27124,6900,8.94,6.71,,2021-10-04 01:02:01.000,2021-10-04 01:02:01.000,ponds_2024_4_12_27124,2024-04-12 17:02:11.000,
27147,6904,0.6,0.45,,2021-10-04 11:45:09.000,2021-10-04 11:45:09.000,ponds_2024_4_12_27147,2024-04-12 17:02:11.000,0.01
26466,6740,36.51,27.39,,2021-09-14 01:26:47.000,2021-09-14 01:26:47.000,ponds_2024_4_12_26466,2024-04-12 17:02:11.000,0.005
28812,7364,36.51,27.39,,2021-11-28 14:35:15.000,2021-11-28 14:35:15.000,ponds_2024_4_12_28812,2024-04-12 17:02:11.000,
16884,3,,,1.7,2020-09-10 00:39:44.000,2020-09-10 00:39:44.000,ponds_2024_4_12_16884,2024-04-12 17:02:11.000,81.0
26454,6738,61.64,46.23,,2021-09-14 00:54:35.000,2021-09-14 00:54:35.000,ponds_2024_4_12_26454,2024-04-12 17:02:11.000,
27149,6904,0.6,0.45,,2021-10-04 11:45:09.000,2021-10-04 11:45:09.000,ponds_2024_4_12_27149,2024-04-12 17:02:11.000,0.01
27150,6904,0.6,0.45,,2021-10-04 11:45:10.000,2021-10-04 11:45:10.000,ponds_2024_4_12_27150,2024-04-12 17:02:11.000,0.01
36652,9603,30.0,20.0,30.0,2022-10-25 08:00:46.000,2022-10-25 08:00:46.000,ponds_2024_4_12_36652,2024-04-12 17:02:11.000,
44602,12549,100.0,10.0,1.0,2023-10-13 06:38:07.000,2023-10-13 06:38:07.000,ponds_2024_4_12_44602,2024-04-12 17:02:11.000,
44698,12563,32.0,33.0,1.1,2023-10-16 05:25:22.000,2023-10-16 05:43:17.000,ponds_2024_4_12_44698,2024-04-12 17:02:11.000,157.19697
44711,12565,33.0,31.0,1.0,2023-10-16 06:53:15.000,2023-10-16 09:32:02.000,ponds_2024_4_12_44711,2024-04-12 17:02:11.000,117.302053
44740,12566,40.0,25.0,1.0,2023-10-18 02:53:28.000,2023-10-18 02:53:28.000,ponds_2024_4_12_44740,2024-04-12 17:02:11.000,
44743,12566,40.0,40.0,1.0,2023-10-18 02:53:30.000,2023-10-18 02:53:30.000,ponds_2024_4_12_44743,2024-04-12 17:02:11.000,
44516,12530,29.0,28.0,1.3,2023-10-10 05:40:12.000,2023-10-10 05:40:12.000,ponds_2024_4_12_44516,2024-04-12 17:02:11.000,129.310345
44666,12560,30.0,30.0,1.6,2023-10-15 18:20:23.000,2023-10-15 18:20:23.000,ponds_2024_4_12_44666,2024-04-12 17:02:11.000,
44688,12562,40.0,20.0,1.0,2023-10-16 03:07:38.000,2023-10-16 03:07:38.000,ponds_2024_4_12_44688,2024-04-12 17:02:11.000,
44961,13225,5.0,2.0,1.5,2023-10-21 02:22:21.000,2023-10-21 04:31:43.000,ponds_2024_4_12_44961,2024-04-12 17:02:11.000,100.0
45102,13269,5.0,5.0,1.0,2023-10-26 04:13:52.000,2023-10-26 04:13:52.000,ponds_2024_4_12_45102,2024-04-12 17:02:11.000,
44587,12545,29.0,27.0,1.3,2023-10-12 05:49:59.000,2023-10-12 05:49:59.000,ponds_2024_4_12_44587,2024-04-12 17:02:11.000,143.678161
44714,12563,33.0,32.0,1.1,2023-10-16 07:21:39.000,2023-10-16 07:21:39.000,ponds_2024_4_12_44714,2024-04-12 17:02:11.000,157.19697
44505,12528,100.0,40.0,5.0,2023-10-09 17:17:42.000,2023-10-09 17:17:42.000,ponds_2024_4_12_44505,2024-04-12 17:02:11.000,
44515,12530,30.0,29.0,1.3,2023-10-10 05:40:12.000,2023-10-10 05:40:12.000,ponds_2024_4_12_44515,2024-04-12 17:02:11.000,160.91954
44586,12545,29.0,27.0,1.3,2023-10-12 05:49:59.000,2023-10-12 05:49:59.000,ponds_2024_4_12_44586,2024-04-12 17:02:11.000,143.678161
44631,12557,200.0,10.0,1.0,2023-10-15 03:11:29.000,2023-10-15 03:11:29.000,ponds_2024_4_12_44631,2024-04-12 17:02:11.000,125.0
44737,12566,40.0,25.0,1.0,2023-10-18 02:53:27.000,2023-10-18 02:53:27.000,ponds_2024_4_12_44737,2024-04-12 17:02:11.000,
45084,13266,120.0,10.0,150.0,2023-10-26 03:22:44.000,2023-10-26 03:22:44.000,ponds_2024_4_12_45084,2024-04-12 17:02:11.000,
3,3,36.2,46.4,1.1,2018-03-07 19:05:09.000,2018-03-15 00:47:11.000,ponds_2024_4_12_3,2024-04-12 17:02:11.000,119.070299
2139,2,,,,2018-04-19 22:11:57.000,2018-04-19 22:11:57.000,ponds_2024_4_12_2139,2024-04-12 17:02:11.000,1000.0
2124,11,,,,2018-04-19 21:06:38.000,2018-04-19 21:06:38.000,ponds_2023_12_21_2124,2023-12-21 17:02:10.000,
1,3,37.67,28.25,1.1,2018-03-08 02:05:09.000,2022-02-20 15:11:22.000,ponds_2024_4_12_1,2024-04-12 17:02:11.000,131.578947
26460,6738,58.88,44.16,,2021-09-14 00:54:35.000,2021-09-14 00:54:35.000,ponds_2024_4_12_26460,2024-04-12 17:02:11.000,
28872,7388,,,,2021-11-30 13:26:08.000,2021-11-30 13:26:08.000,ponds_2024_4_12_28872,2024-04-12 17:02:11.000,0.05
26686,6739,63.25,47.43,,2021-09-20 10:58:24.000,2021-09-20 10:58:24.000,ponds_2024_4_12_26686,2024-04-12 17:02:11.000,33.333333
28811,7364,36.51,27.39,,2021-11-28 14:35:15.000,2021-11-28 14:35:15.000,ponds_2024_4_12_28811,2024-04-12 17:02:11.000,
28822,7365,36.51,27.39,,2021-11-28 16:39:53.000,2021-11-28 16:39:53.000,ponds_2024_4_12_28822,2024-04-12 17:02:11.000,
28824,7365,36.51,27.39,,2021-11-28 16:39:54.000,2021-11-28 16:39:54.000,ponds_2024_4_12_28824,2024-04-12 17:02:11.000,
28874,7387,36.51,27.39,,2021-11-30 22:16:11.000,2021-11-30 22:16:11.000,ponds_2024_4_12_28874,2024-04-12 17:02:11.000,
28971,7388,,,,2021-12-05 12:16:47.000,2021-12-05 12:16:47.000,ponds_2024_4_12_28971,2024-04-12 17:02:11.000,
26462,6739,57.74,43.3,,2021-09-14 00:57:09.000,2021-09-14 00:57:09.000,ponds_2024_4_12_26462,2024-04-12 17:02:11.000,33.6
28816,7364,36.51,27.39,,2021-11-28 14:35:15.000,2021-11-28 14:35:15.000,ponds_2024_4_12_28816,2024-04-12 17:02:11.000,
44543,12537,50.0,40.01,1.3,2023-10-11 04:32:31.000,2023-10-11 04:32:31.000,ponds_2024_4_12_44543,2024-04-12 17:02:11.000,192.110972
44569,12540,28.0,23.0,2.0,2023-10-12 01:48:09.000,2023-10-12 01:48:09.000,ponds_2024_4_12_44569,2024-04-12 17:02:11.000,
44606,12550,150.0,20.0,1.0,2023-10-13 07:50:24.000,2023-10-13 07:50:24.000,ponds_2024_4_12_44606,2024-04-12 17:02:11.000,
44632,12557,200.0,10.0,1.0,2023-10-15 03:11:30.000,2023-10-15 03:11:30.000,ponds_2024_4_12_44632,2024-04-12 17:02:11.000,
44690,12562,40.0,20.0,1.0,2023-10-16 03:07:38.000,2023-10-16 03:07:38.000,ponds_2024_4_12_44690,2024-04-12 17:02:11.000,
44703,12564,32.0,32.0,3.0,2023-10-16 06:46:15.000,2023-10-16 06:46:15.000,ponds_2024_4_12_44703,2024-04-12 17:02:11.000,
44627,12556,35.0,35.0,1.0,2023-10-15 01:19:11.000,2023-10-15 01:19:11.000,ponds_2024_4_12_44627,2024-04-12 17:02:11.000,85.714286
44647,12559,50.0,50.0,2.0,2023-10-15 17:14:50.000,2023-10-15 17:14:50.000,ponds_2024_4_12_44647,2024-04-12 17:02:11.000,
44651,12560,30.0,30.0,1.6,2023-10-15 18:16:36.000,2023-10-15 18:16:36.000,ponds_2024_4_12_44651,2024-04-12 17:02:11.000,424.62845
44653,12560,30.0,30.0,1.6,2023-10-15 18:16:36.000,2023-10-15 18:16:36.000,ponds_2024_4_12_44653,2024-04-12 17:02:11.000,424.62845
44668,12560,30.0,30.0,1.6,2023-10-15 18:20:23.000,2023-10-15 18:20:23.000,ponds_2024_4_12_44668,2024-04-12 17:02:11.000,
44742,12566,40.0,40.0,1.0,2023-10-18 02:53:29.000,2023-10-18 02:53:29.000,ponds_2024_4_12_44742,2024-04-12 17:02:11.000,
44567,12540,28.0,23.0,2.0,2023-10-12 01:48:07.000,2023-10-12 01:48:07.000,ponds_2024_4_12_44567,2024-04-12 17:02:11.000,201.863354
44591,12546,28.0,74.0,1.5,2023-10-12 12:34:56.000,2023-10-12 12:34:56.000,ponds_2023_11_1_44591,2023-11-01 17:02:18.000,15.057915
44655,12560,30.0,30.0,1.6,2023-10-15 18:16:36.000,2023-10-15 18:16:36.000,ponds_2024_4_12_44655,2024-04-12 17:02:11.000,
44718,12567,26.0,22.0,1.0,2023-10-16 10:53:06.000,2023-10-16 10:53:06.000,ponds_2024_4_12_44718,2024-04-12 17:02:11.000,
45037,13250,30.0,30.0,1.5,2023-10-25 01:21:43.000,2023-10-25 01:31:05.000,ponds_2023_12_7_45037,2023-12-07 17:02:27.000,222.222222
44595,12548,80.0,30.0,1.2,2023-10-13 05:28:55.000,2023-10-13 05:28:55.000,ponds_2024_4_12_44595,2024-04-12 17:02:11.000,104.166667
44604,12550,150.0,20.0,1.0,2023-10-13 07:50:23.000,2023-10-13 07:50:23.000,ponds_2024_4_12_44604,2024-04-12 17:02:11.000,
44705,12564,30.0,30.0,3.0,2023-10-16 06:46:15.000,2023-10-16 06:46:15.000,ponds_2024_4_12_44705,2024-04-12 17:02:11.000,
44707,12564,32.0,32.0,2.0,2023-10-16 06:46:15.000,2023-10-16 06:46:15.000,ponds_2024_4_12_44707,2024-04-12 17:02:11.000,
44739,12566,40.0,25.0,1.0,2023-10-18 02:53:28.000,2023-10-18 02:53:28.000,ponds_2024_4_12_44739,2024-04-12 17:02:11.000,
45091,13266,120.0,10.0,150.0,2023-10-26 03:22:44.000,2023-10-26 03:22:44.000,ponds_2024_4_12_45091,2024-04-12 17:02:11.000,
2121,11,,,,2018-04-19 21:06:38.000,2018-04-19 21:06:38.000,ponds_2023_12_21_2121,2023-12-21 17:02:10.000,
27142,6903,36.51,27.39,,2021-10-04 07:50:05.000,2021-10-04 07:50:05.000,ponds_2024_4_12_27142,2024-04-12 17:02:11.000,
28817,7364,36.51,27.39,,2021-11-28 14:35:15.000,2021-11-28 14:35:15.000,ponds_2024_4_12_28817,2024-04-12 17:02:11.000,
27129,6901,57.74,43.3,,2021-10-04 03:49:38.000,2021-10-04 03:49:38.000,ponds_2024_4_12_27129,2024-04-12 17:02:11.000,
26455,6738,60.55,45.41,,2021-09-14 00:54:35.000,2021-09-14 00:54:35.000,ponds_2024_4_12_26455,2024-04-12 17:02:11.000,
37699,9987,57.74,43.3,,2022-12-23 06:51:15.000,2022-12-23 06:51:15.000,ponds_2024_4_12_37699,2024-04-12 17:02:11.000,
43426,11712,50.0,50.0,3.0,2023-09-01 13:33:59.000,2023-09-01 13:33:59.000,ponds_2024_4_12_43426,2024-04-12 17:02:11.000,
44738,12566,40.0,25.0,1.0,2023-10-18 02:53:28.000,2023-10-18 02:53:28.000,ponds_2024_4_12_44738,2024-04-12 17:02:11.000,
45040,13251,34.0,34.0,1.6,2023-10-25 02:07:40.000,2023-10-25 02:12:26.000,ponds_2024_4_12_45040,2024-04-12 17:02:11.000,173.010381
44540,12537,50.0,40.05,1.3,2023-10-11 04:32:31.000,2023-10-11 04:32:31.000,ponds_2024_4_12_44540,2024-04-12 17:02:11.000,213.632959
44596,12548,50.0,30.0,1.0,2023-10-13 05:28:56.000,2023-10-13 05:28:56.000,ponds_2024_4_12_44596,2024-04-12 17:02:11.000,133.333333
44609,12550,150.0,20.0,1.0,2023-10-13 07:50:26.000,2023-10-13 07:50:26.000,ponds_2024_4_12_44609,2024-04-12 17:02:11.000,
44635,12557,200.0,10.0,1.0,2023-10-15 03:11:31.000,2023-10-15 03:11:31.000,ponds_2024_4_12_44635,2024-04-12 17:02:11.000,
44646,12559,50.0,50.0,2.0,2023-10-15 17:14:49.000,2023-10-15 17:14:49.000,ponds_2024_4_12_44646,2024-04-12 17:02:11.000,
44719,12567,24.0,24.0,1.0,2023-10-16 10:53:06.000,2023-10-16 10:53:06.000,ponds_2024_4_12_44719,2024-04-12 17:02:11.000,
44527,12535,27.0,27.0,1.0,2023-10-10 12:01:47.000,2023-10-10 12:01:47.000,ponds_2024_4_12_44527,2024-04-12 17:02:11.000,
44633,12557,200.0,10.0,1.0,2023-10-15 03:11:30.000,2023-10-15 03:11:30.000,ponds_2024_4_12_44633,2024-04-12 17:02:11.000,
44661,12560,30.0,30.0,1.6,2023-10-15 18:20:23.000,2023-10-15 18:20:23.000,ponds_2024_4_12_44661,2024-04-12 17:02:11.000,
44678,12561,50.0,50.0,1.0,2023-10-16 02:03:22.000,2023-10-16 02:03:22.000,ponds_2024_4_12_44678,2024-04-12 17:02:11.000,
44687,12562,40.0,20.0,1.0,2023-10-16 03:07:38.000,2023-10-16 03:07:38.000,ponds_2024_4_12_44687,2024-04-12 17:02:11.000,
46700,12547,46.0,34.0,1.5,2023-12-29 03:27:43.000,2023-12-29 03:27:43.000,ponds_2024_1_3_46700,2024-01-03 17:02:11.000,80.56266
44514,12530,31.0,30.0,1.3,2023-10-10 05:40:12.000,2023-10-10 05:40:12.000,ponds_2023_10_11_44514,2023-10-11 17:02:18.000,129.032258
37697,9987,81.65,61.24,,2022-12-23 06:33:28.000,2022-12-23 06:33:28.000,ponds_2024_4_12_37697,2024-04-12 17:02:11.000,0.012
44579,12542,21.0,14.0,1.3,2023-10-12 01:56:21.000,2023-10-12 01:56:21.000,ponds_2024_4_12_44579,2024-04-12 17:02:11.000,
44613,12553,40.0,40.0,1.5,2023-10-14 03:18:53.000,2023-10-14 03:23:49.000,ponds_2024_4_12_44613,2024-04-12 17:02:11.000,168.75
44982,13228,53.0,45.0,1.0,2023-10-22 02:26:02.000,2024-03-09 14:22:53.000,ponds_2024_4_12_44982,2024-04-12 17:02:11.000,35.220126
