id,cycle_id,quantity,recorded_at,created_at,updated_at,average_weight
7535,15513,47,2022-07-02,2022-07-21 02:56:30,2024-01-08 11:40:40,17.02
7536,15514,45,2022-07-02,2022-07-21 02:57:19,2024-01-08 11:40:40,17.78
7538,16294,165,2022-07-20,2022-07-21 03:07:34,2024-01-08 11:40:40,6.67
7539,15511,60,2022-07-05,2022-07-21 03:09:39,2024-01-08 11:40:40,16.67
7540,15512,37,2022-07-05,2022-07-21 03:10:24,2024-01-08 11:40:40,21.62
7541,16803,50,2022-07-17,2022-07-21 03:13:11,2024-01-08 11:40:40,2.0
7542,16803,999,2022-07-18,2022-07-21 03:16:05,2024-01-08 11:40:40,2.0
7543,16803,3976,2022-07-19,2022-07-21 03:19:51,2024-01-08 11:40:40,2.01
7544,15508,25,2022-07-10,2022-07-21 03:22:01,2024-01-08 11:40:40,20.0
7545,15509,750,2022-07-10,2022-07-21 03:23:12,2024-01-08 11:40:40,20.0
7546,15512,473,2022-07-11,2022-07-21 03:29:01,2024-01-08 11:40:40,23.26
7547,15508,110,2022-07-17,2022-07-21 03:31:45,2024-01-08 11:40:40,23.64
7548,15511,51,2022-07-17,2022-07-21 03:32:48,2024-01-08 11:40:40,19.61
7549,15508,143,2022-07-20,2022-07-21 03:36:22,2024-01-08 11:40:40,20.28
7550,15511,118,2022-07-20,2022-07-21 03:39:54,2024-01-08 11:40:40,19.49
7551,15505,78,2022-07-21,2022-07-21 04:46:58,2024-01-08 11:40:40,6.41
7552,15502,1052,2022-07-21,2022-07-21 04:47:30,2024-01-08 11:40:40,6.58
7553,15977,3,2022-07-21,2022-07-21 10:12:09,2024-01-08 11:40:40,14.29
7554,16811,6000,2022-07-19,2022-07-21 10:36:05,2024-01-08 11:40:40,1.0
7555,16811,5000,2022-07-20,2022-07-21 10:37:52,2024-01-08 11:40:40,1.0
7556,16811,4000,2022-07-21,2022-07-21 10:38:24,2024-01-08 11:40:40,1.0
7561,15497,542,2022-07-21,2022-07-21 14:55:41,2024-01-08 11:40:40,10.98
7563,16155,1088,2022-07-21,2022-07-21 22:47:46,2024-01-08 11:40:40,7.35
7564,16156,914,2022-07-21,2022-07-21 22:48:16,2024-01-08 11:40:40,6.89
7565,16157,1109,2022-07-21,2022-07-21 22:49:12,2024-01-08 11:40:40,6.49
7566,16158,315,2022-07-21,2022-07-21 22:49:43,2024-01-08 11:40:40,5.71
7567,16160,1321,2022-07-21,2022-07-21 22:50:21,2024-01-08 11:40:40,6.89
7568,16163,1207,2022-07-21,2022-07-21 22:51:12,2024-01-08 11:40:40,7.04
7569,16165,4346,2022-07-21,2022-07-21 22:52:06,2024-01-08 11:40:40,7.04
7570,16166,500,2022-07-21,2022-07-21 22:53:27,2024-01-08 11:40:40,6.4
7571,15936,150,2022-07-21,2022-07-22 00:25:33,2024-01-08 11:40:40,15.62
7572,16267,682,2022-07-21,2022-07-22 02:49:53,2024-01-08 11:40:40,8.06
7573,16811,3000,2022-07-22,2022-07-22 03:09:20,2024-01-08 11:40:40,1.0
7574,16803,905,2022-07-21,2022-07-22 03:51:58,2024-01-08 11:40:40,2.2
7575,16267,5554,2022-07-22,2022-07-22 06:20:06,2024-01-08 11:40:40,6.21
7576,15936,201,2022-07-22,2022-07-22 08:31:21,2024-01-08 11:40:40,16.67
7577,16294,149,2022-07-22,2022-07-22 08:56:50,2024-01-08 11:40:40,6.69
7578,16429,200,2022-07-22,2022-07-22 09:21:53,2024-01-08 11:40:40,5.0
7579,16469,518,2022-07-22,2022-07-22 09:49:57,2024-01-08 11:40:40,1.93
7580,16803,453,2022-07-22,2022-07-22 11:30:28,2024-01-08 11:40:40,2.2
7581,16267,1918,2022-07-22,2022-07-22 11:40:25,2024-01-08 11:40:40,7.3
7585,16049,476,2022-07-21,2022-07-22 22:48:31,2024-01-08 11:40:40,8.4
7586,16050,1500,2022-07-21,2022-07-22 22:49:11,2024-01-08 11:40:40,6.67
7587,16052,548,2022-07-21,2022-07-22 22:50:01,2024-01-08 11:40:40,7.3
7588,16054,1120,2022-07-21,2022-07-22 22:50:51,2024-01-08 11:40:40,8.93
7589,16055,565,2022-07-21,2022-07-22 22:51:30,2024-01-08 11:40:40,8.85
7590,16056,435,2022-07-21,2022-07-22 22:51:53,2024-01-08 11:40:40,6.9
7591,16046,130,2022-07-22,2022-07-22 22:52:31,2024-01-08 11:40:40,7.69
7592,16047,1995,2022-07-22,2022-07-22 22:52:53,2024-01-08 11:40:40,7.52
7593,16048,117,2022-07-22,2022-07-22 22:53:17,2024-01-08 11:40:40,8.55
7594,16050,750,2022-07-22,2022-07-22 22:53:50,2024-01-08 11:40:40,6.67
7595,16054,560,2022-07-22,2022-07-22 22:54:29,2024-01-08 11:40:40,8.93
7602,16267,4331,2022-07-23,2022-07-23 02:59:17,2024-01-08 11:40:40,7.04
7603,16811,3000,2022-07-23,2022-07-23 03:01:38,2024-01-08 11:40:40,1.0
7607,16588,3,2022-07-23,2022-07-23 16:15:26,2024-01-08 11:40:40,40.0
7608,16803,453,2022-07-23,2022-07-24 00:56:14,2024-01-08 11:40:40,2.2
7609,16469,518,2022-07-24,2022-07-24 02:18:04,2024-01-08 11:40:40,1.93
7610,16469,1036,2022-07-23,2022-07-24 02:18:19,2024-01-08 11:40:40,1.93
7611,16046,130,2022-07-23,2022-07-24 02:24:27,2024-01-08 11:40:40,7.69
7612,16049,476,2022-07-23,2022-07-24 02:30:33,2024-01-08 11:40:40,8.4
7614,16050,1500,2022-07-23,2022-07-24 02:35:15,2024-01-08 11:40:40,6.67
7615,16052,548,2022-07-23,2022-07-24 02:36:58,2024-01-08 11:40:40,7.3
7616,16054,1120,2022-07-23,2022-07-24 02:37:36,2024-01-08 11:40:40,8.93
7617,16055,678,2022-07-23,2022-07-24 02:37:58,2024-01-08 11:40:40,8.85
7618,16811,1332,2022-07-24,2022-07-24 02:41:22,2024-01-08 11:40:40,1.5
7619,16091,71,2022-07-13,2022-07-24 04:17:54,2024-01-08 11:40:40,7.04
7620,16091,71,2022-07-12,2022-07-24 04:18:21,2024-01-08 11:40:40,7.04
7621,16091,71,2022-07-11,2022-07-24 04:18:50,2024-01-08 11:40:40,7.04
7622,16091,80,2022-07-10,2022-07-24 04:20:03,2024-01-08 11:40:40,6.25
7623,16091,80,2022-07-09,2022-07-24 04:20:34,2024-01-08 11:40:40,6.25
7624,16091,80,2022-07-08,2022-07-24 04:21:13,2024-01-08 11:40:40,6.25
7625,16091,80,2022-07-07,2022-07-24 04:21:40,2024-01-08 11:40:40,6.25
7627,16267,2087,2022-07-24,2022-07-24 04:50:58,2024-01-08 11:40:40,7.04
7628,16755,2000,2022-07-23,2022-07-24 09:23:27,2024-01-08 11:40:40,1.0
7629,16267,611,2022-07-24,2022-07-24 11:09:28,2024-01-08 11:40:40,7.69
7654,16803,453,2022-07-24,2022-07-24 13:50:30,2024-01-08 11:40:40,2.21
7655,16293,125,2022-07-24,2022-07-24 13:56:11,2024-01-08 11:40:40,8.0
7656,16294,147,2022-07-24,2022-07-24 13:58:21,2024-01-08 11:40:40,6.8
7657,16429,975,2022-07-24,2022-07-24 14:00:59,2024-01-08 11:40:40,5.13
7658,16429,135,2022-06-21,2022-07-24 14:03:47,2024-01-08 11:40:40,2.22
7659,16429,135,2022-06-25,2022-07-24 14:04:08,2024-01-08 11:40:40,2.22
7660,16429,135,2022-06-27,2022-07-24 14:04:52,2024-01-08 11:40:40,2.22
7661,16429,120,2022-07-07,2022-07-24 14:05:22,2024-01-08 11:40:40,2.5
7662,16429,120,2022-07-08,2022-07-24 14:06:07,2024-01-08 11:40:40,2.5
7663,16429,120,2022-07-11,2022-07-24 14:06:50,2024-01-08 11:40:40,2.5
7664,16429,202,2022-07-18,2022-07-24 14:07:49,2024-01-08 11:40:40,4.95
7665,16429,100,2022-07-19,2022-07-24 14:08:22,2024-01-08 11:40:40,5.0
7666,16428,790,2022-07-24,2022-07-24 14:10:08,2024-01-08 11:40:40,6.33
7668,16428,100,2022-06-25,2022-07-24 14:13:13,2024-01-08 11:40:40,5.0
7669,16428,58,2022-06-27,2022-07-24 14:14:15,2024-01-08 11:40:40,5.1
7670,16428,58,2022-07-02,2022-07-24 14:14:41,2024-01-08 11:40:40,5.1
7671,16428,55,2022-07-05,2022-07-24 14:15:20,2024-01-08 11:40:40,5.41
7672,16428,54,2022-07-07,2022-07-24 14:16:33,2024-01-08 11:40:40,5.49
7673,16428,51,2022-07-11,2022-07-24 14:17:08,2024-01-08 11:40:40,5.88
7674,16428,160,2022-07-18,2022-07-24 14:17:26,2024-01-08 11:40:40,6.25
7675,16961,32,2022-07-25,2022-07-25 00:32:37,2024-01-08 11:40:40,1.0
7677,16267,1722,2022-07-25,2022-07-25 05:26:26,2024-01-08 11:40:40,7.14
7678,16415,777,2022-07-25,2022-07-25 09:05:46,2024-01-08 11:40:40,4.5
7679,16845,22,2022-07-26,2022-07-25 17:06:06,2024-01-08 11:40:40,2.2
7680,16755,17000,2022-07-24,2022-07-25 23:44:11,2024-01-08 11:40:40,1.0
7681,15936,170,2022-07-25,2022-07-26 01:02:45,2024-01-08 11:40:40,16.67
7682,16961,175,2022-07-26,2022-07-26 01:20:52,2024-01-08 11:40:40,1.6
7683,16267,1050,2022-07-26,2022-07-26 04:11:52,2024-01-08 11:40:40,7.14
7684,16811,1212,2022-07-26,2022-07-26 07:20:53,2024-01-08 11:40:40,1.65
7686,16267,759,2022-07-26,2022-07-26 10:26:52,2024-01-08 11:40:40,6.85
7687,16803,679,2022-07-26,2022-07-26 10:36:23,2024-01-08 11:40:40,2.21
7688,16961,526,2022-07-26,2022-07-26 11:02:46,2024-01-08 11:40:40,1.82
7694,16961,3000,2022-07-27,2022-07-27 01:42:12,2024-01-08 11:40:40,1.67
7695,16755,7000,2022-07-25,2022-07-27 02:38:24,2024-01-08 11:40:40,1.0
7696,16755,5000,2022-07-27,2022-07-27 02:38:47,2024-01-08 11:40:40,1.0
7697,16046,102,2022-07-26,2022-07-27 02:45:03,2024-01-08 11:40:40,9.8
7698,16052,230,2022-07-26,2022-07-27 02:45:37,2024-01-08 11:40:40,8.7
7700,16961,1500,2022-07-27,2022-07-27 09:57:11,2024-01-08 11:40:40,1.67
7701,16142,3000,2022-07-26,2022-07-27 13:26:10,2024-01-08 11:40:40,8.0
7702,16142,2000,2022-07-25,2022-07-27 13:27:01,2024-01-08 11:40:40,8.0
7703,16142,2000,2022-07-24,2022-07-27 13:27:29,2024-01-08 11:40:40,8.0
7704,16142,2000,2022-07-23,2022-07-27 13:27:55,2024-01-08 11:40:40,8.0
7705,16142,1500,2022-07-22,2022-07-27 13:28:23,2024-01-08 11:40:40,8.0
7706,16142,1500,2022-07-21,2022-07-27 13:28:56,2024-01-08 11:40:40,8.0
7707,16428,390,2022-07-27,2022-07-27 13:34:15,2024-01-08 11:40:40,6.41
7708,16803,278,2022-07-27,2022-07-27 13:36:40,2024-01-08 11:40:40,2.5
7709,16811,1212,2022-07-27,2022-07-27 13:56:48,2024-01-08 11:40:40,1.65
7710,16294,162,2022-07-27,2022-07-27 14:58:23,2024-01-08 11:40:40,9.26
7711,16429,360,2022-07-27,2022-07-27 15:02:22,2024-01-08 11:40:40,5.56
7714,16961,1600,2022-07-28,2022-07-28 01:25:58,2024-01-08 11:40:40,2.0
7718,16267,1300,2022-07-27,2022-07-28 05:59:27,2024-01-08 11:40:40,7.69
7719,16267,468,2022-07-28,2022-07-28 05:59:59,2024-01-08 11:40:40,7.69
7720,16961,1450,2022-07-28,2022-07-28 09:41:19,2024-01-08 11:40:40,2.0
7721,16845,12,2022-07-28,2022-07-28 10:01:55,2024-01-08 11:40:40,2.45
7722,16588,5,2022-07-29,2022-07-29 00:06:19,2024-01-08 11:40:40,5.0
7723,16415,136,2022-07-28,2022-07-29 00:35:02,2024-01-08 11:40:40,7.35
7724,16811,1090,2022-07-28,2022-07-29 01:40:40,2024-01-08 11:40:40,1.65
7725,16961,1600,2022-07-29,2022-07-29 02:07:50,2024-01-08 11:40:40,2.0
7726,16047,3300,2022-07-27,2022-07-29 07:10:49,2024-01-08 11:40:40,9.09
7727,16049,4324,2022-07-27,2022-07-29 07:11:51,2024-01-08 11:40:40,10.64
7728,16050,2675,2022-07-27,2022-07-29 07:13:06,2024-01-08 11:40:40,9.35
7729,16051,216,2022-07-27,2022-07-29 07:13:36,2024-01-08 11:40:40,9.26
7730,16055,3424,2022-07-27,2022-07-29 07:14:06,2024-01-08 11:40:40,9.35
7731,16056,1636,2022-07-27,2022-07-29 07:15:01,2024-01-08 11:40:40,9.17
7732,16047,8251,2022-07-28,2022-07-29 07:15:58,2024-01-08 11:40:40,9.09
7733,16049,846,2022-07-28,2022-07-29 07:17:00,2024-01-08 11:40:40,10.64
7734,16050,1070,2022-07-28,2022-07-29 07:17:46,2024-01-08 11:40:40,9.35
7735,16055,963,2022-07-28,2022-07-29 07:18:12,2024-01-08 11:40:40,9.35
7738,17126,336,2022-07-29,2022-07-29 09:34:05,2024-01-08 11:40:40,1.25
7739,17125,54,2022-07-29,2022-07-29 09:37:02,2024-01-08 11:40:40,1.67
7740,15982,87,2022-07-28,2022-07-29 09:53:05,2024-01-08 11:40:40,15.39
7741,15983,128,2022-07-27,2022-07-29 09:53:05,2024-01-08 11:40:40,15.0
7742,16961,997,2022-07-29,2022-07-29 10:13:01,2024-01-08 11:40:40,2.11
7743,16428,366,2022-07-29,2022-07-29 14:28:03,2024-01-08 11:40:40,8.2
7744,15936,106,2022-07-26,2022-07-30 00:51:50,2024-01-08 11:40:40,16.67
7745,15936,180,2022-07-27,2022-07-30 00:52:09,2024-01-08 11:40:40,16.67
7746,15936,210,2022-07-29,2022-07-30 00:52:26,2024-01-08 11:40:40,16.67
7747,16811,1176,2022-07-29,2022-07-30 01:04:18,2024-01-08 11:40:40,1.7
7748,16961,2070,2022-07-30,2022-07-30 01:35:31,2024-01-08 11:40:40,2.22
7749,15983,136,2022-07-26,2022-07-30 01:37:20,2024-01-08 11:40:40,15.0
7750,15982,78,2022-07-29,2022-07-30 01:37:20,2024-01-08 11:40:40,15.19
7751,15977,49,2022-07-29,2022-07-30 01:55:29,2024-01-08 11:40:40,20.83
7754,16811,2940,2022-07-30,2022-07-30 09:58:16,2024-01-08 11:40:40,1.7
7757,15802,15,2022-07-30,2022-07-30 15:05:54,2024-01-08 11:40:40,11.76
7758,16803,511,2022-07-30,2022-07-30 15:13:10,2024-01-08 11:40:40,3.91
7759,16961,892,2022-07-30,2022-07-30 16:01:35,2024-01-08 11:40:40,2.35
7760,16961,850,2022-07-31,2022-07-31 01:30:14,2024-01-08 11:40:40,2.35
7762,16424,30,2022-06-18,2022-07-31 05:36:34,2024-01-08 11:40:40,3.33
7763,16424,700,2022-06-28,2022-07-31 05:37:53,2024-01-08 11:40:40,3.57
7764,16424,400,2022-07-02,2022-07-31 05:38:46,2024-01-08 11:40:40,5.0
7765,16424,720,2022-07-26,2022-07-31 05:42:51,2024-01-08 11:40:40,11.11
7766,17329,112,2022-07-29,2022-07-31 06:51:48,2024-01-08 11:40:40,1.79
7768,17329,25,2022-07-30,2022-07-31 06:51:48,2024-01-08 11:40:40,10.0
7770,16048,1380,2022-07-29,2022-07-31 08:05:57,2024-01-08 11:40:40,10.87
7771,16049,1692,2022-07-30,2022-07-31 08:07:34,2024-01-08 11:40:40,10.64
7772,16051,11,2022-07-30,2022-07-31 08:08:34,2024-01-08 11:40:40,9.09
7773,16052,1150,2022-07-30,2022-07-31 08:09:32,2024-01-08 11:40:40,8.7
7774,16055,1819,2022-07-30,2022-07-31 08:10:29,2024-01-08 11:40:40,9.35
7775,16469,20,2022-07-31,2022-07-31 09:45:17,2024-01-08 11:40:40,5.0
7776,16469,200,2022-07-30,2022-07-31 09:45:50,2024-01-08 11:40:40,5.0
7777,16469,320,2022-07-29,2022-07-31 09:46:23,2024-01-08 11:40:40,3.12
7778,16469,200,2022-07-27,2022-07-31 09:46:45,2024-01-08 11:40:40,2.5
7779,16961,637,2022-07-31,2022-07-31 10:24:24,2024-01-08 11:40:40,2.35
7780,16811,1734,2022-07-31,2022-07-31 10:39:21,2024-01-08 11:40:40,1.73
7790,15936,214,2022-07-31,2022-08-01 00:57:05,2024-01-08 11:40:40,18.87
7791,16961,320,2022-08-01,2022-08-01 01:14:23,2024-01-08 11:40:40,2.5
7795,16048,598,2022-07-31,2022-08-01 03:24:32,2024-01-08 11:40:40,10.87
7796,16050,1926,2022-07-31,2022-08-01 03:25:12,2024-01-08 11:40:40,9.35
7797,16056,3054,2022-07-31,2022-08-01 03:25:50,2024-01-08 11:40:40,9.17
7799,16803,126,2022-08-01,2022-08-01 09:57:56,2024-01-08 11:40:40,3.92
7800,16811,1176,2022-08-01,2022-08-01 10:14:36,2024-01-08 11:40:40,1.7
7805,16961,1800,2022-08-01,2022-08-01 13:51:47,2024-01-08 11:40:40,2.5
7806,16845,12,2022-08-01,2022-08-01 14:24:12,2024-01-08 11:40:40,2.5
7808,15936,80,2022-08-01,2022-08-02 00:04:10,2024-01-08 11:40:40,18.87
7809,15936,108,2022-08-01,2022-08-02 00:04:37,2024-01-08 11:40:40,18.87
7810,16961,439,2022-08-02,2022-08-02 00:24:40,2024-01-08 11:40:40,2.5
7811,16469,40,2022-08-02,2022-08-02 01:08:47,2024-01-08 11:40:40,5.0
7815,16588,5,2022-08-02,2022-08-02 08:56:31,2024-01-08 11:40:40,5.0
7816,16811,588,2022-08-02,2022-08-02 09:40:38,2024-01-08 11:40:40,1.7
7817,15936,164,2022-08-02,2022-08-02 10:00:34,2024-01-08 11:40:40,18.87
7818,16046,40,2022-08-01,2022-08-02 12:45:40,2024-01-08 11:40:40,9.75
7819,16051,108,2022-08-01,2022-08-02 12:51:04,2024-01-08 11:40:40,9.26
7820,16052,1669,2022-08-01,2022-08-02 12:51:40,2024-01-08 11:40:40,8.69
7821,16049,1382,2022-08-01,2022-08-02 12:52:33,2024-01-08 11:40:40,10.64
7822,16055,2547,2022-08-01,2022-08-02 12:52:58,2024-01-08 11:40:40,9.34
7824,17329,1400,2022-08-02,2022-08-02 13:02:40,2024-01-08 11:40:40,1.43
7826,15977,91,2022-08-03,2022-08-03 00:43:51,2024-01-08 11:40:40,19.61
7827,16961,1217,2022-08-03,2022-08-03 02:33:52,2024-01-08 11:40:40,2.54
7828,16961,998,2022-08-02,2022-08-03 02:34:23,2024-01-08 11:40:40,2.5
7831,16811,296,2022-08-03,2022-08-03 08:22:48,2024-01-08 11:40:40,2.7
7832,16961,1375,2022-08-03,2022-08-03 11:09:33,2024-01-08 11:40:40,2.54
7833,16048,2483,2022-08-02,2022-08-03 13:03:32,2024-01-08 11:40:40,13.69
7834,16050,416,2022-08-02,2022-08-03 13:04:17,2024-01-08 11:40:40,12.02
7835,16055,411,2022-08-02,2022-08-03 13:04:37,2024-01-08 11:40:40,12.17
7836,16056,415,2022-08-02,2022-08-03 13:04:56,2024-01-08 11:40:40,12.04
7837,16046,80,2022-08-03,2022-08-03 13:11:37,2024-01-08 11:40:40,12.5
7838,16048,1242,2022-08-03,2022-08-03 13:11:55,2024-01-08 11:40:40,13.69
7839,16049,1657,2022-08-03,2022-08-03 13:12:15,2024-01-08 11:40:40,13.88
7840,16051,74,2022-08-03,2022-08-03 13:12:43,2024-01-08 11:40:40,13.51
7841,16052,1177,2022-08-03,2022-08-03 13:13:05,2024-01-08 11:40:40,10.2
7842,16811,185,2022-08-04,2022-08-04 02:24:53,2024-01-08 11:40:40,2.7
7843,16961,975,2022-08-04,2022-08-04 05:14:35,2024-01-08 11:40:40,2.67
7850,16588,25,2022-08-04,2022-08-04 09:11:16,2024-01-08 11:40:40,6.67
7852,17329,2150,2022-08-03,2022-08-04 10:55:36,2024-01-08 11:40:40,1.67
7854,17329,5300,2022-08-04,2022-08-04 10:55:36,2024-01-08 11:40:40,1.68
7856,16961,675,2022-08-04,2022-08-04 11:08:44,2024-01-08 11:40:40,2.67
7857,17327,3675,2022-08-04,2022-08-04 12:21:02,2024-01-08 11:40:40,1.69
7860,17378,5000,2022-08-03,2022-08-04 22:46:37,2024-01-08 11:40:40,5.4
7862,16294,127,2022-08-05,2022-08-05 00:22:28,2024-01-08 11:40:40,11.76
7863,16880,200,2022-08-04,2022-08-05 01:01:57,2024-01-08 11:40:40,2.0
7864,16880,850,2022-08-05,2022-08-05 01:02:45,2024-01-08 11:40:40,2.0
7865,16880,2700,2022-07-28,2022-08-05 01:04:34,2024-01-08 11:40:40,1.67
7866,16880,2820,2022-07-29,2022-08-05 01:05:25,2024-01-08 11:40:40,1.67
7867,16880,825,2022-07-30,2022-08-05 01:05:56,2024-01-08 11:40:40,1.82
7868,16880,500,2022-08-01,2022-08-05 01:06:42,2024-01-08 11:40:40,2.0
7869,16323,1200,2022-07-30,2022-08-05 01:38:30,2024-01-08 11:40:40,8.33
7870,16323,480,2022-08-01,2022-08-05 01:39:09,2024-01-08 11:40:40,8.33
7871,17409,1,2022-08-05,2022-08-05 01:41:49,2024-01-08 11:40:40,50.0
7872,16811,185,2022-08-05,2022-08-05 01:54:54,2024-01-08 11:40:40,2.7
7873,16588,137,2022-08-05,2022-08-05 02:08:26,2024-01-08 11:40:40,8.33
7875,16961,1500,2022-08-05,2022-08-05 04:35:50,2024-01-08 11:40:40,2.67
7876,15980,502,2022-06-28,2022-08-05 06:23:59,2024-01-08 11:40:40,6.75
7877,16845,16,2022-08-05,2022-08-05 07:59:45,2024-01-08 11:40:40,3.0
7878,16588,1125,2022-08-05,2022-08-05 09:42:56,2024-01-08 11:40:40,6.67
7885,17201,56,2022-08-03,2022-08-05 23:46:58,2024-01-08 11:40:40,2.5
7886,16469,700,2022-08-05,2022-08-06 00:46:08,2024-01-08 11:40:40,5.0
7887,16588,902,2022-08-06,2022-08-06 00:57:44,2024-01-08 11:40:40,4.88
7888,16811,185,2022-08-06,2022-08-06 01:20:46,2024-01-08 11:40:40,2.7
7891,16050,416,2022-08-04,2022-08-06 04:43:58,2024-01-08 11:40:40,12.02
7892,16049,611,2022-08-05,2022-08-06 04:45:14,2024-01-08 11:40:40,14.73
7893,16052,948,2022-08-05,2022-08-06 04:46:24,2024-01-08 11:40:40,11.6
7894,16055,3357,2022-08-05,2022-08-06 04:46:52,2024-01-08 11:40:40,11.32
7895,16056,1543,2022-08-05,2022-08-06 04:47:10,2024-01-08 11:40:40,12.96
7896,16046,80,2022-08-06,2022-08-06 04:51:38,2024-01-08 11:40:40,12.5
7898,16051,73,2022-08-06,2022-08-06 04:52:29,2024-01-08 11:40:40,13.7
7901,16469,800,2022-08-06,2022-08-06 10:15:54,2024-01-08 11:40:40,5.0
7903,17325,4,2022-08-05,2022-08-06 10:55:47,2024-01-08 11:40:40,2.5
7905,17330,9032,2022-08-05,2022-08-06 11:02:34,2024-01-08 11:40:40,1.88
7906,17330,6,2022-07-31,2022-08-06 11:04:03,2024-01-08 11:40:40,1.67
7907,17201,1200,2022-08-06,2022-08-06 11:38:00,2024-01-08 11:40:40,2.5
7908,16428,182,2022-08-06,2022-08-06 11:40:13,2024-01-08 11:40:40,10.99
7909,16429,93,2022-08-06,2022-08-06 11:41:54,2024-01-08 11:40:40,10.75
7910,16961,450,2022-08-06,2022-08-06 14:58:51,2024-01-08 11:40:40,2.67
7914,16050,623,2022-08-06,2022-08-06 15:57:49,2024-01-08 11:40:40,12.04
7923,16811,185,2022-08-07,2022-08-07 07:58:23,2024-01-08 11:40:40,2.7
7924,16961,1750,2022-08-07,2022-08-07 08:05:08,2024-01-08 11:40:40,2.86
7925,16961,1575,2022-08-07,2022-08-07 08:05:31,2024-01-08 11:40:40,2.86
7926,15977,120,2022-08-07,2022-08-07 11:41:04,2024-01-08 11:40:40,22.22
7927,16046,120,2022-08-07,2022-08-07 11:52:31,2024-01-08 11:40:40,12.5
7930,16469,400,2022-08-07,2022-08-07 15:47:33,2024-01-08 11:40:40,5.0
7931,17378,3192,2022-08-04,2022-08-07 22:55:37,2024-01-08 11:40:40,4.7
7932,16469,498,2022-08-08,2022-08-08 00:50:27,2024-01-08 11:40:40,6.02
7933,16811,74,2022-08-08,2022-08-08 01:48:52,2024-01-08 11:40:40,2.7
7936,16050,747,2022-08-08,2022-08-08 03:29:25,2024-01-08 11:40:40,12.05
7938,16845,13,2022-08-08,2022-08-08 08:36:02,2024-01-08 11:40:40,2.95
7939,17201,1975,2022-08-07,2022-08-08 09:08:53,2024-01-08 11:40:40,2.53
7940,16961,1065,2022-08-08,2022-08-08 10:52:32,2024-01-08 11:40:40,3.0
7941,16961,899,2022-08-08,2022-08-08 10:52:47,2024-01-08 11:40:40,3.0
7949,16961,600,2022-08-09,2022-08-09 01:40:51,2024-01-08 11:40:40,3.33
7950,16961,712,2022-08-05,2022-08-09 01:42:23,2024-01-08 11:40:40,2.67
7951,16428,135,2022-08-07,2022-08-09 01:50:17,2024-01-08 11:40:40,11.11
7952,17327,14820,2022-08-06,2022-08-09 03:37:18,2024-01-08 11:40:40,1.82
7954,17330,2300,2022-08-06,2022-08-09 03:37:19,2024-01-08 11:40:40,1.83
7956,17330,2100,2022-08-07,2022-08-09 03:39:43,2024-01-08 11:40:40,1.81
7958,17330,1560,2022-08-08,2022-08-09 03:42:43,2024-01-08 11:40:40,2.05
7959,16811,299,2022-08-09,2022-08-09 05:22:10,2024-01-08 11:40:40,3.0
7962,16961,287,2022-08-09,2022-08-09 10:51:24,2024-01-08 11:40:40,3.12
7965,16961,495,2022-08-10,2022-08-10 01:04:56,2024-01-08 11:40:40,3.64
7966,16046,124,2022-08-09,2022-08-10 02:33:55,2024-01-08 11:40:40,16.13
7967,16051,81,2022-08-09,2022-08-10 02:34:24,2024-01-08 11:40:40,18.52
7971,16845,16,2022-08-10,2022-08-10 05:41:13,2024-01-08 11:40:40,3.68
7975,16811,499,2022-08-10,2022-08-10 10:26:15,2024-01-08 11:40:40,3.0
7976,15977,132,2022-08-10,2022-08-10 11:51:10,2024-01-08 11:40:40,22.73
7977,17201,6160,2022-08-10,2022-08-10 15:11:36,2024-01-08 11:40:40,2.6
7978,16428,51,2022-08-10,2022-08-10 15:13:18,2024-01-08 11:40:40,11.63
7983,16961,100,2022-08-11,2022-08-10 23:59:38,2024-01-08 11:40:40,4.0
7986,16293,75,2022-08-11,2022-08-11 09:48:20,2024-01-08 11:40:40,13.33
7987,16294,69,2022-08-11,2022-08-11 09:57:58,2024-01-08 11:40:40,14.49
7988,16803,200,2022-08-11,2022-08-11 10:14:05,2024-01-08 11:40:40,5.0
7989,15802,21,2022-08-11,2022-08-11 10:18:26,2024-01-08 11:40:40,15.62
7990,15977,129,2022-08-11,2022-08-11 13:04:32,2024-01-08 11:40:40,23.26
7991,17325,8,2022-08-09,2022-08-11 14:08:14,2024-01-08 11:40:40,3.75
7993,17330,1060,2022-08-09,2022-08-11 14:08:14,2024-01-08 11:40:40,1.89
7995,17330,430,2022-08-10,2022-08-11 14:08:14,2024-01-08 11:40:40,2.09
7996,17325,10723,2022-08-11,2022-08-11 14:08:14,2024-01-08 11:40:40,1.87
7998,17330,240,2022-08-11,2022-08-11 14:08:14,2024-01-08 11:40:40,2.08
8000,16811,444,2022-08-15,2022-08-12 00:05:15,2024-01-08 11:40:40,4.5
8001,16050,845,2022-08-10,2022-08-12 00:30:54,2024-01-08 11:40:40,15.38
8005,16961,210,2022-08-12,2022-08-12 03:20:25,2024-01-08 11:40:40,4.76
8011,16325,1070,2022-07-19,2022-08-12 07:53:30,2024-01-08 11:40:40,4.67
8012,16325,3240,2022-07-24,2022-08-12 07:54:07,2024-01-08 11:40:40,4.63
8014,16755,425,2022-08-12,2022-08-12 09:34:24,2024-01-08 11:40:40,4.0
8015,16293,37,2022-08-12,2022-08-12 09:34:50,2024-01-08 11:40:40,13.51
